,AI,EF,issn,journal,nlmuniqueid,rank
1200,0.6405,0.016151,1552-4973,J BIOMED MATER RES B,101234238,1201
1201,0.7217,0.016147,0883-5403,J ARTHROPLASTY,8703515,1202
1202,0.5668,0.016143,0885-8977,IEEE T POWER DELIVER,,1203
1203,1.3921,0.016111,0959-6658,GLYCOBIOLOGY,9104124,1204
1204,0.8409,0.0161,1368-9800,PUBLIC HEALTH NUTR,9808463,1205
1205,3.9159,0.016087,0003-0554,AM POLIT SCI REV,100966531,1206
1206,1.8781,0.016086,1366-9516,DIVERS DISTRIB,,1207
1207,0.504,0.016084,0093-691X,THERIOGENOLOGY,0421510,1208
1208,0.631,0.016074,0165-1684,SIGNAL PROCESS,,1209
1209,8.3343,0.01605,0031-6997,PHARMACOL REV,0421737,1210
1210,2.3394,0.016046,0304-3878,J DEV ECON,9878815,1211
1211,1.5727,0.016037,0022-3069,J NEUROPATH EXP NEUR,2985192R,1212
1212,0.6028,0.016018,0016-8033,GEOPHYSICS,,1213
1213,1.976,0.016018,1363-755X,DEVELOPMENTAL SCI,9814574,1214
1214,0.8208,0.016002,0954-3007,EUR J CLIN NUTR,8804070,1215
1215,0.5993,0.01598,0885-3010,IEEE T ULTRASON FERR,9882735,1216
1216,0.7171,0.015966,0344-5704,CANCER CHEMOTH PHARM,7806519,1217
1217,2.9756,0.015935,0265-0568,NAT PROD REP,8502408,1218
1218,0.8952,0.015925,0950-2688,EPIDEMIOL INFECT,8703737,1219
1219,1.0559,0.01588,1558-8424,J APPL METEOROL CLIM,,1220
1220,0.4879,0.015875,0925-2312,NEUROCOMPUTING,9884927,1221
1221,2.6986,0.015837,0734-9750,BIOTECHNOL ADV,8403708,1222
1222,0.6601,0.015836,0020-1383,INJURY,0226040,1223
1223,0.8928,0.015801,0883-2927,APPL GEOCHEM,101137083,1224
1224,3.9486,0.015787,1044-5323,SEMIN IMMUNOL,9009458,1225
1225,1.47,0.015744,0304-4149,STOCH PROC APPL,,1226
1226,0.8651,0.015724,0960-0760,J STEROID BIOCHEM,9015483,1227
1227,0.9203,0.015697,1054-1500,CHAOS,100971574,1228
1228,1.7995,0.015677,0075-4102,J REINE ANGEW MATH,,1229
1229,0.7712,0.015671,0148-639X,MUSCLE NERVE,7803146,1230
1230,2.3423,0.015637,1467-7881,OBES REV,100897395,1231
1231,0.4334,0.015636,0932-0113,PARASITOL RES,8703571,1232
1232,1.6383,0.015624,0899-8256,GAME ECON BEHAV,,1233
1233,1.1631,0.015614,0167-2681,J ECON BEHAV ORGAN,101086031,1234
1234,1.7922,0.015613,0278-6133,HEALTH PSYCHOL,8211523,1235
1235,0.7228,0.015602,0091-3057,PHARMACOL BIOCHEM BE,0367050,1236
1236,1.4209,0.015583,0889-1591,BRAIN BEHAV IMMUN,8800478,1237
1237,0.7918,0.015553,0162-0134,J INORG BIOCHEM,7905788,1238
1238,1.26,0.015551,1471-2229,BMC PLANT BIOL,100967807,1239
1239,0.8589,0.015532,1069-6563,ACAD EMERG MED,9418450,1240
1240,0.8018,0.015514,0090-6964,ANN BIOMED ENG,0361512,1241
1241,0.9531,0.015505,0306-5251,BRIT J CLIN PHARMACO,7503323,1242
1242,1.1153,0.015505,0266-5611,INVERSE PROBL,,1243
1243,0.6266,0.015503,0931-041X,PEDIATR NEPHROL,8708728,1244
1244,1.0341,0.015495,0027-5107,MUTAT RES-FUND MOL M,0400763,1245
1245,2.8898,0.015476,1047-7039,ORGAN SCI,,1246
1246,1.3493,0.015417,1047-2797,ANN EPIDEMIOL,9100013,1247
1247,0.7597,0.015409,0022-4790,J SURG ONCOL,0222643,1248
1248,1.9063,0.015383,0079-6611,PROG OCEANOGR,,1249
1249,0.6067,0.015376,0928-4931,MAT SCI ENG C-MATER,101484109,1250
